debugUOVLSR:debugCWRGMG,initialized,0,,1444086375256
debugUOVLSR:debugCWRGMG,window_resize,0,"[1024, 745]",1444086375256
debugUOVLSR:debugCWRGMG,window_resize,125457,"[850, 834]",1444086500713
