A2Y4CBQY4Z5YAA:3G5W44VEU8029YDPHM3SIIDF3FSKGC,initialized,0,,1438891198859
A2Y4CBQY4Z5YAA:3G5W44VEU8029YDPHM3SIIDF3FSKGC,window_resize,0,"[1024, 768]",1438891198859
A2Y4CBQY4Z5YAA:3G5W44VEU8029YDPHM3SIIDF3FSKGC,focus,239,on,1438891199098
A2Y4CBQY4Z5YAA:3G5W44VEU8029YDPHM3SIIDF3FSKGC,window_resize,16302,"[850, 818]",1438891215400
